applicant_name,jamb_reg_number,utme_score,olevel_math,olevel_english,olevel_subject_1,olevel_grade_1,olevel_subject_2,olevel_grade_2,olevel_subject_3,olevel_grade_3,olevel_avg_score,course_applied,departmental_cutoff,outcome
Josephine Nwosu,202509548149HJ,195,C6,B3,Literature,B2,Government,C5,Further Mathematics,B2,3.6,Law,220,BORDERLINE
Ibrahim Olawale,202530276420HJ,220,C4,C5,Mathematics,B3,Economics,F9,Further Mathematics,B3,2.8,Accounting,200,ALTERNATIVE_COURSE
Josephine Eze,202538612590FG,282,C4,C4,Biology,B3,Chemistry,B3,Further Mathematics,A1,3.8,Nursing Science,200,QUALIFIED
Ibrahim Bello,202530591266EG,240,C5,C4,Economics,C4,Commerce,C4,Further Mathematics,D7,2.8,Business Administration,180,ALTERNATIVE_COURSE
Victor Adeleke,202562630136HJ,198,A1,F9,Mathematics,B2,Physics,A1,Further Mathematics,F9,2.8,Computer Science,200,REJECTED
Chukwuemeka Anyanwu,202576475011CF,252,C5,E8,Mathematics,C5,Physics,B3,Further Mathematics,C5,2.8,Civil Engineering,210,ALTERNATIVE_COURSE
Peter Ibrahim,202541926764EG,195,C4,C5,Biology,C4,Chemistry,A1,Further Mathematics,C4,3.4,Medicine and Surgery,280,BORDERLINE
Emmanuel Okonkwo,202588871898CF,138,B3,C5,Biology,D7,Chemistry,C4,Further Mathematics,C4,3.0,Medicine and Surgery,280,REJECTED
Aisha Ibrahim,202551029321FG,174,E8,D7,Mathematics,B2,Economics,C4,Further Mathematics,B2,2.8,Accounting,200,REJECTED
Emmanuel Bello,202540848729HJ,144,A1,B2,Mathematics,B3,Physics,E8,Further Mathematics,B2,3.6,Computer Science,200,REJECTED
Amaka Ogundele,202503032432EG,197,C4,F9,Biology,B3,Chemistry,C4,Further Mathematics,B2,2.8,Nursing Science,200,ALTERNATIVE_COURSE
Solomon Ogundele,202526714628EG,210,B3,B2,Mathematics,C5,Fine Art,A1,Further Mathematics,B3,4.0,Architecture,200,QUALIFIED
Peter Ogundele,202589262566CF,268,C5,B3,Biology,C5,Chemistry,C5,Further Mathematics,C5,3.2,Medicine and Surgery,280,BORDERLINE
Victor Ogundele,202515542340CF,221,B2,B3,Mathematics,C4,Fine Art,C5,Further Mathematics,C4,3.4,Architecture,200,QUALIFIED
Kelvin Musa,202549718594FG,202,F9,B2,English Language,E8,Literature,C6,Further Mathematics,B2,2.4,Mass Communication,180,REJECTED
Aisha Chukwu,202596792408EG,239,A1,A1,Mathematics,B3,Fine Art,C6,Further Mathematics,B2,4.2,Architecture,200,QUALIFIED
Ngozi Musa,202539672757FG,132,B2,C4,Literature,B3,Government,D7,Further Mathematics,C5,3.2,Law,220,REJECTED
Chukwuemeka Eze,202565111312CF,218,E8,C4,Mathematics,C5,Physics,E8,Further Mathematics,B2,2.4,Civil Engineering,210,REJECTED
Adaeze Ogundele,202582778816CF,236,C5,C4,Biology,C4,Chemistry,D7,Further Mathematics,E8,2.4,Medicine and Surgery,280,REJECTED
Ngozi Bello,202589097283EG,158,B2,C6,Mathematics,A1,Fine Art,C4,Further Mathematics,C4,3.6,Architecture,200,REJECTED
Fatima Abubakar,202515381447FG,250,B3,B2,Biology,B3,Chemistry,A1,Further Mathematics,C4,4.0,Medicine and Surgery,280,BORDERLINE
Kelvin Olawale,202507970509HJ,221,B2,C5,Mathematics,C4,Physics,B2,Further Mathematics,B3,3.6,Civil Engineering,210,QUALIFIED
Emmanuel Adeyemi,202567318826CF,195,B3,B2,Biology,B3,Chemistry,C5,Further Mathematics,C4,3.6,Nursing Science,200,BORDERLINE
Ngozi Okonkwo,202528417722FG,232,A1,C6,Economics,B3,Commerce,C4,Further Mathematics,B3,3.8,Business Administration,180,QUALIFIED
Oluwaseun Okonkwo,202565023741HJ,289,A1,D7,English Language,C5,Literature,B2,Further Mathematics,B3,3.6,Mass Communication,180,ALTERNATIVE_COURSE
Solomon Chukwu,202562110225CF,216,C4,C6,Economics,C5,Commerce,B3,Further Mathematics,C6,3.2,Business Administration,180,QUALIFIED
Chioma Eze,202547163928EG,218,A1,C6,Mathematics,C4,Economics,C4,Further Mathematics,A1,3.8,Accounting,200,QUALIFIED
Adaeze Bello,202571892392EG,193,B3,B2,Mathematics,B3,Economics,C5,Further Mathematics,C5,3.6,Accounting,200,BORDERLINE
Funmilayo Bello,202510668433FG,180,B2,A1,Biology,F9,Chemistry,E8,Further Mathematics,C4,2.6,Medicine and Surgery,280,REJECTED
Daniel Abubakar,202563502000FG,239,C4,C4,English Language,C5,Literature,B3,Further Mathematics,B3,3.4,Mass Communication,180,QUALIFIED
Chioma Abubakar,202554110825FG,180,B3,B3,Mathematics,C5,Economics,C4,Further Mathematics,B3,3.6,Accounting,200,BORDERLINE
Peter Okonkwo,202511291093EG,212,C5,C4,Biology,C5,Chemistry,B2,Further Mathematics,B3,3.4,Nursing Science,200,QUALIFIED
Ibrahim Chukwu,202520236848FG,193,E8,A1,Economics,C4,Commerce,B3,Further Mathematics,C5,3.2,Business Administration,180,ALTERNATIVE_COURSE
Kelvin Anyanwu,202502942409CF,226,C4,C5,Biology,D7,Chemistry,A1,Further Mathematics,C4,3.2,Nursing Science,200,ALTERNATIVE_COURSE
Fatima Ibrahim,202586866943EG,221,C5,B3,Mathematics,C5,Economics,D7,Further Mathematics,F9,2.4,Accounting,200,REJECTED
Tunde Chukwu,202584434481EG,246,B2,B2,Mathematics,C5,Physics,D7,Further Mathematics,C6,3.2,Computer Science,200,ALTERNATIVE_COURSE
Oluwaseun Eze,202503381059FG,192,A1,B2,Mathematics,A1,Economics,B2,Further Mathematics,D7,4.0,Accounting,200,ALTERNATIVE_COURSE
Funmilayo Eze,202550053424CF,200,A1,C5,Biology,C4,Chemistry,C5,Further Mathematics,C4,3.4,Nursing Science,200,QUALIFIED
Solomon Ogundele,202549837354EG,175,C5,D7,Mathematics,E8,Economics,C4,Further Mathematics,C5,2.4,Economics,190,REJECTED
Adaeze Abubakar,202527172722EG,194,C5,D7,Mathematics,B3,Fine Art,C4,Further Mathematics,C5,3.0,Architecture,200,ALTERNATIVE_COURSE
Fatima Olawale,202569312163HJ,223,C4,C5,Mathematics,C5,Fine Art,A1,Further Mathematics,B2,3.6,Architecture,200,QUALIFIED
Solomon Okonkwo,202501002314EG,236,B2,C4,English Language,C5,Literature,C6,Further Mathematics,C5,3.2,Mass Communication,180,QUALIFIED
Victor Olawale,202513279724FG,177,A1,E8,Mathematics,E8,Fine Art,B2,Further Mathematics,C5,2.8,Architecture,200,REJECTED
Blessing Adeyemi,202584186203CF,240,B2,A1,Economics,C5,Commerce,C5,Further Mathematics,B2,3.8,Business Administration,180,QUALIFIED
Solomon Ogundele,202517213145CF,257,C4,B2,Mathematics,C5,Economics,B2,Further Mathematics,D7,3.2,Accounting,200,ALTERNATIVE_COURSE
Oluwaseun Nwosu,202568592624FG,224,B3,B3,Mathematics,E8,Fine Art,A1,Further Mathematics,A1,3.8,Architecture,200,ALTERNATIVE_COURSE
Chukwuemeka Anyanwu,202502252677CF,275,D7,B3,Biology,C4,Chemistry,B3,Further Mathematics,B3,3.4,Nursing Science,200,ALTERNATIVE_COURSE
Fatima Anyanwu,202565576769FG,182,C4,E8,Biology,B3,Chemistry,A1,Further Mathematics,F9,2.6,Medicine and Surgery,280,REJECTED
Aisha Ibrahim,202588361968EG,166,C6,C5,Literature,B2,Government,C4,Further Mathematics,C4,3.2,Law,220,REJECTED
Oluwaseun Nzekwe,202510552472HJ,147,B2,A1,Biology,F9,Chemistry,A1,Further Mathematics,C4,3.4,Medicine and Surgery,280,REJECTED
Oluwaseun Okonkwo,202506501917EG,262,B2,B2,Mathematics,C5,Economics,B2,Further Mathematics,C5,3.6,Accounting,200,QUALIFIED
Adaeze Nwosu,202527284765HJ,232,B2,B2,Mathematics,B2,Physics,A1,Further Mathematics,C6,4.0,Computer Science,200,QUALIFIED
Kelvin Nwosu,202506678498FG,208,B3,B2,Mathematics,D7,Physics,A1,Further Mathematics,C6,3.6,Computer Science,200,ALTERNATIVE_COURSE
Oluwaseun Musa,202536903628CF,219,C4,B2,Mathematics,F9,Economics,C4,Further Mathematics,F9,2.0,Accounting,200,REJECTED
Ngozi Ogundele,202563411159FG,170,C4,C5,Economics,C4,Commerce,B3,Further Mathematics,A1,3.6,Business Administration,180,REJECTED
Josephine Bello,202583034199CF,295,B2,B2,Mathematics,B2,Physics,B2,Further Mathematics,A1,4.2,Computer Science,200,QUALIFIED
Ngozi Anyanwu,202546835652CF,214,F9,C4,Mathematics,A1,Fine Art,A1,Further Mathematics,B3,3.4,Architecture,200,ALTERNATIVE_COURSE
Peter Anyanwu,202567904227CF,213,C4,C5,Biology,B2,Chemistry,C6,Further Mathematics,B2,3.4,Nursing Science,200,QUALIFIED
Fatima Chukwu,202589857254FG,235,E8,B2,Biology,B2,Chemistry,C5,Further Mathematics,B2,3.2,Medicine and Surgery,280,ALTERNATIVE_COURSE
Ibrahim Adeleke,202591297102FG,226,D7,C4,Mathematics,D7,Fine Art,C6,Further Mathematics,B3,2.8,Architecture,200,REJECTED
Fatima Nzekwe,202542149551CF,217,D7,C6,Mathematics,D7,Economics,C4,Further Mathematics,C4,2.6,Economics,190,REJECTED
Tunde Ogundele,202521970546HJ,182,C5,C4,Literature,F9,Government,F9,Further Mathematics,C6,1.8,Law,220,REJECTED
Ngozi Adeyemi,202568740903CF,226,D7,B2,Mathematics,B3,Fine Art,C6,Further Mathematics,E8,2.8,Architecture,200,REJECTED
Solomon Olawale,202571577871CF,275,D7,B3,Literature,B2,Government,B3,Further Mathematics,A1,3.8,Law,220,ALTERNATIVE_COURSE
Victor Adeyemi,202555973714HJ,257,C5,D7,Literature,E8,Government,C6,Further Mathematics,B2,2.6,Law,220,REJECTED
Funmilayo Anyanwu,202560567303CF,265,C4,E8,Mathematics,B2,Physics,B2,Further Mathematics,C4,3.0,Computer Science,200,ALTERNATIVE_COURSE
Josephine Olawale,202576834201HJ,192,B3,C5,English Language,A1,Literature,A1,Further Mathematics,C4,4.0,Mass Communication,180,QUALIFIED
Aisha Musa,202526596089EG,175,E8,B3,Biology,B2,Chemistry,E8,Further Mathematics,C4,2.6,Nursing Science,200,REJECTED
Victor Okafor,202527275164CF,205,C5,C4,Biology,B2,Chemistry,C5,Further Mathematics,C6,3.2,Medicine and Surgery,280,BORDERLINE
Blessing Bello,202536829635EG,211,E8,D7,Economics,C5,Commerce,C5,Further Mathematics,C4,2.4,Business Administration,180,REJECTED
Josephine Chukwu,202517766558HJ,248,F9,C4,Mathematics,A1,Economics,C6,Further Mathematics,A1,3.2,Accounting,200,ALTERNATIVE_COURSE
Aisha Adeleke,202528664649CF,150,F9,B3,Mathematics,E8,Economics,C4,Further Mathematics,B3,2.4,Economics,190,REJECTED
Chioma Musa,202598178904HJ,263,C6,B2,Biology,C5,Chemistry,C5,Further Mathematics,C4,3.2,Medicine and Surgery,280,BORDERLINE
Amaka Abubakar,202576605384FG,204,B2,C4,Mathematics,B3,Economics,B2,Further Mathematics,C4,3.6,Accounting,200,QUALIFIED
Adaeze Okafor,202500258955EG,195,B3,D7,Mathematics,D7,Physics,C5,Further Mathematics,A1,3.2,Civil Engineering,210,REJECTED
Blessing Anyanwu,202596262658EG,174,F9,B2,Mathematics,F9,Fine Art,B2,Further Mathematics,C5,2.2,Architecture,200,REJECTED
Solomon Olawale,202548253110HJ,152,B2,C5,English Language,B2,Literature,B2,Further Mathematics,C4,3.6,Mass Communication,180,REJECTED
Chukwuemeka Adeleke,202560275233FG,238,C5,C4,Mathematics,A1,Physics,C5,Further Mathematics,E8,3.0,Computer Science,200,ALTERNATIVE_COURSE
Blessing Eze,202512091179CF,212,C4,B2,Mathematics,C6,Economics,C6,Further Mathematics,C6,3.2,Accounting,200,QUALIFIED
Ibrahim Okonkwo,202517061713HJ,164,B2,B3,Biology,B2,Chemistry,A1,Further Mathematics,C6,4.0,Medicine and Surgery,280,REJECTED
Fatima Ogundele,202599015579CF,164,D7,C5,English Language,C4,Literature,B2,Further Mathematics,B3,3.2,Mass Communication,180,REJECTED
Kelvin Chukwu,202523513052EG,198,C4,B3,Literature,B2,Government,C5,Further Mathematics,C4,3.4,Law,220,BORDERLINE
Ngozi Musa,202584776863FG,268,C5,E8,Biology,B3,Chemistry,C4,Further Mathematics,E8,2.4,Medicine and Surgery,280,REJECTED
Peter Eze,202523767694FG,200,B2,C6,Literature,C5,Government,E8,Further Mathematics,B2,3.0,Law,220,ALTERNATIVE_COURSE
Chukwuemeka Ibrahim,202520849649FG,157,B2,B3,Mathematics,B2,Fine Art,B3,Further Mathematics,D7,3.6,Architecture,200,REJECTED
Chukwuemeka Bello,202555251050FG,201,A1,B2,English Language,B3,Literature,C6,Further Mathematics,B3,4.0,Mass Communication,180,QUALIFIED
Funmilayo Bello,202583184919HJ,200,C4,C6,Mathematics,D7,Economics,C4,Further Mathematics,B3,3.0,Accounting,200,ALTERNATIVE_COURSE
Daniel Okonkwo,202511729596EG,120,B3,B3,English Language,B2,Literature,C6,Further Mathematics,C4,3.6,Mass Communication,180,REJECTED
Tunde Eze,202526088050CF,208,A1,A1,Mathematics,C6,Fine Art,C4,Further Mathematics,A1,4.2,Architecture,200,QUALIFIED
Solomon Adeyemi,202585790647HJ,201,A1,C6,Economics,C5,Commerce,B3,Further Mathematics,C6,3.6,Business Administration,180,QUALIFIED
Oluwaseun Adeyemi,202556321358CF,234,C6,E8,Biology,B2,Chemistry,B2,Further Mathematics,C6,3.0,Medicine and Surgery,280,ALTERNATIVE_COURSE
Victor Musa,202596422971EG,274,B3,C6,Mathematics,B2,Physics,E8,Further Mathematics,A1,3.4,Computer Science,200,ALTERNATIVE_COURSE
Tunde Ogundele,202518839774FG,249,D7,C6,Biology,D7,Chemistry,E8,Further Mathematics,C4,2.2,Nursing Science,200,REJECTED
Grace Ogundele,202531170303HJ,200,B2,B3,Economics,B3,Commerce,A1,Further Mathematics,C4,4.0,Business Administration,180,QUALIFIED
Victor Anyanwu,202547281235HJ,171,B2,B2,English Language,B2,Literature,C4,Further Mathematics,C4,3.6,Mass Communication,180,REJECTED
Fatima Ogundele,202549127113CF,300,D7,C4,Economics,C6,Commerce,B2,Further Mathematics,B3,3.2,Business Administration,180,ALTERNATIVE_COURSE
Aisha Adeyemi,202556326868FG,212,B2,A1,Economics,C5,Commerce,C4,Further Mathematics,B3,3.8,Business Administration,180,QUALIFIED
Ibrahim Eze,202536294897HJ,210,C4,B3,Mathematics,A1,Physics,B3,Further Mathematics,E8,3.4,Computer Science,200,ALTERNATIVE_COURSE
Blessing Adeleke,202543181439HJ,209,C5,C5,Biology,E8,Chemistry,B2,Further Mathematics,A1,3.2,Medicine and Surgery,280,ALTERNATIVE_COURSE
Fatima Anyanwu,202535494012HJ,216,B3,B2,English Language,C6,Literature,C5,Further Mathematics,C4,3.4,Mass Communication,180,QUALIFIED
Victor Nzekwe,202572076502FG,204,D7,C5,Mathematics,B2,Physics,C5,Further Mathematics,B2,3.2,Civil Engineering,210,ALTERNATIVE_COURSE
Emmanuel Ibrahim,202537100943EG,189,B2,C6,Biology,A1,Chemistry,B3,Further Mathematics,C4,3.8,Medicine and Surgery,280,BORDERLINE
Ngozi Chukwu,202547457054FG,190,C6,A1,Literature,C6,Government,B3,Further Mathematics,C4,3.6,Law,220,BORDERLINE
Kelvin Musa,202502632570EG,208,C6,D7,Mathematics,D7,Economics,C4,Further Mathematics,B2,2.8,Economics,190,REJECTED
Solomon Ogundele,202514878245FG,190,C5,F9,Mathematics,B3,Fine Art,C5,Further Mathematics,B2,2.8,Architecture,200,ALTERNATIVE_COURSE
Victor Olawale,202591679541CF,185,C4,E8,English Language,B3,Literature,B2,Further Mathematics,C4,3.0,Mass Communication,180,ALTERNATIVE_COURSE
Aisha Ogundele,202524741407CF,213,E8,B2,Economics,C5,Commerce,C4,Further Mathematics,B3,3.0,Business Administration,180,ALTERNATIVE_COURSE
Emmanuel Okafor,202542548821FG,201,B3,C4,Mathematics,A1,Economics,B3,Further Mathematics,C4,3.8,Accounting,200,QUALIFIED
Chioma Nzekwe,202553666144FG,262,F9,B2,Literature,C4,Government,A1,Further Mathematics,B2,3.2,Law,220,ALTERNATIVE_COURSE
Ibrahim Eze,202526834414HJ,120,C4,C5,Literature,B3,Government,C4,Further Mathematics,C5,3.2,Law,220,REJECTED
Victor Chukwu,202557567667CF,248,B2,C6,Mathematics,C6,Economics,A1,Further Mathematics,C4,3.6,Economics,190,QUALIFIED
Grace Adeleke,202585298940HJ,253,A1,C6,Mathematics,A1,Economics,B2,Further Mathematics,D7,3.8,Economics,190,ALTERNATIVE_COURSE
Blessing Adeyemi,202504159149HJ,137,C4,A1,Literature,C6,Government,D7,Further Mathematics,C4,3.2,Law,220,REJECTED
Ibrahim Chukwu,202528723244CF,198,D7,B2,Biology,C4,Chemistry,C4,Further Mathematics,C5,3.0,Nursing Science,200,ALTERNATIVE_COURSE
Kelvin Adeyemi,202533170876CF,196,C5,B2,Economics,A1,Commerce,B2,Further Mathematics,D7,3.6,Business Administration,180,ALTERNATIVE_COURSE
Daniel Olawale,202597916202EG,160,B3,C4,Biology,B2,Chemistry,B2,Further Mathematics,C6,3.6,Medicine and Surgery,280,REJECTED
Amaka Adeleke,202575466176HJ,182,B2,C5,Mathematics,C4,Economics,C4,Further Mathematics,B3,3.4,Accounting,200,BORDERLINE
Funmilayo Ibrahim,202505277402FG,171,A1,C4,Literature,C4,Government,A1,Further Mathematics,B3,4.0,Law,220,REJECTED
Chukwuemeka Nwosu,202525957244HJ,271,D7,C4,Mathematics,B3,Economics,C5,Further Mathematics,B3,3.2,Economics,190,ALTERNATIVE_COURSE
Peter Musa,202588425995HJ,242,D7,C5,Biology,B3,Chemistry,C4,Further Mathematics,C5,3.0,Medicine and Surgery,280,ALTERNATIVE_COURSE
Chioma Abubakar,202533126610FG,254,A1,D7,Biology,B2,Chemistry,A1,Further Mathematics,B2,4.0,Medicine and Surgery,280,ALTERNATIVE_COURSE
Emmanuel Nzekwe,202525176298EG,235,A1,C5,Biology,C4,Chemistry,B3,Further Mathematics,C5,3.6,Medicine and Surgery,280,BORDERLINE
Kelvin Anyanwu,202531901302CF,170,B3,C4,Mathematics,B3,Economics,B2,Further Mathematics,B2,3.8,Accounting,200,REJECTED
Kelvin Ibrahim,202533978559EG,191,C6,C4,Biology,D7,Chemistry,B3,Further Mathematics,C5,3.0,Nursing Science,200,ALTERNATIVE_COURSE
Kelvin Eze,202511730985CF,227,C4,C5,Biology,D7,Chemistry,C4,Further Mathematics,B2,3.0,Medicine and Surgery,280,ALTERNATIVE_COURSE
Fatima Eze,202518938984HJ,167,C6,B3,Mathematics,C6,Economics,B3,Further Mathematics,B3,3.6,Accounting,200,REJECTED
Daniel Ogundele,202500564350EG,234,A1,C5,Mathematics,B2,Fine Art,C4,Further Mathematics,D7,3.4,Architecture,200,ALTERNATIVE_COURSE
Grace Ibrahim,202519905169CF,201,C4,C5,Mathematics,E8,Economics,C5,Further Mathematics,D7,2.4,Accounting,200,REJECTED
Grace Ogundele,202556743000EG,196,C4,B2,Mathematics,C5,Economics,B2,Further Mathematics,C4,3.4,Economics,190,QUALIFIED
Solomon Anyanwu,202562668217CF,234,C5,B3,Mathematics,C5,Economics,A1,Further Mathematics,C4,3.6,Economics,190,QUALIFIED
Grace Adeyemi,202590368900EG,225,F9,B3,Mathematics,B2,Fine Art,C4,Further Mathematics,A1,3.2,Architecture,200,ALTERNATIVE_COURSE
Grace Eze,202529671114EG,197,A1,B2,Mathematics,B2,Physics,A1,Further Mathematics,B3,4.4,Computer Science,200,BORDERLINE
Josephine Abubakar,202584384588CF,250,C5,C6,Economics,D7,Commerce,D7,Further Mathematics,C4,2.6,Business Administration,180,REJECTED
Oluwaseun Olawale,202583483152CF,172,B3,C4,Mathematics,E8,Physics,C4,Further Mathematics,A1,3.2,Computer Science,200,REJECTED
Blessing Eze,202549641049HJ,231,C5,C5,Mathematics,C4,Economics,B2,Further Mathematics,C4,3.2,Accounting,200,QUALIFIED
Adaeze Chukwu,202504085095FG,230,A1,B3,Economics,C4,Commerce,B2,Further Mathematics,B3,4.0,Business Administration,180,QUALIFIED
Blessing Anyanwu,202518648769FG,199,B2,A1,Mathematics,C5,Fine Art,C5,Further Mathematics,D7,3.4,Architecture,200,ALTERNATIVE_COURSE
Daniel Anyanwu,202541384596CF,221,E8,C4,Literature,F9,Government,B2,Further Mathematics,D7,2.0,Law,220,REJECTED
Emmanuel Adeyemi,202549542770HJ,166,B3,B3,Mathematics,B3,Fine Art,C5,Further Mathematics,C6,3.6,Architecture,200,REJECTED
Blessing Adeleke,202514985172FG,242,C4,E8,Mathematics,C4,Physics,C6,Further Mathematics,B2,2.8,Computer Science,200,ALTERNATIVE_COURSE
Blessing Bello,202510287950EG,203,B3,C4,Mathematics,B2,Physics,B2,Further Mathematics,D7,3.4,Civil Engineering,210,ALTERNATIVE_COURSE
Ngozi Chukwu,202509351187CF,191,E8,F9,Mathematics,F9,Physics,A1,Further Mathematics,C6,1.8,Computer Science,200,REJECTED
Chukwuemeka Ogundele,202564205955HJ,246,A1,B2,Mathematics,C4,Economics,C6,Further Mathematics,C5,3.6,Economics,190,QUALIFIED
Oluwaseun Nzekwe,202590193588FG,185,C4,F9,Biology,C5,Chemistry,B2,Further Mathematics,A1,3.0,Nursing Science,200,ALTERNATIVE_COURSE
Chukwuemeka Adeyemi,202539898681CF,160,B3,C4,Mathematics,C5,Economics,B2,Further Mathematics,C6,3.4,Accounting,200,REJECTED
Josephine Nzekwe,202535353751EG,155,C4,C4,Mathematics,C4,Fine Art,B3,Further Mathematics,C6,3.2,Architecture,200,REJECTED
Ngozi Ogundele,202579376392EG,231,C5,D7,Economics,B3,Commerce,B3,Further Mathematics,C4,3.2,Business Administration,180,ALTERNATIVE_COURSE
Amaka Adeyemi,202566829732HJ,165,C5,C5,English Language,C5,Literature,C6,Further Mathematics,B3,3.2,Mass Communication,180,REJECTED
Amaka Nwosu,202506021288HJ,271,B2,C4,Mathematics,C6,Physics,C5,Further Mathematics,C4,3.2,Computer Science,200,QUALIFIED
Victor Adeleke,202599101576HJ,137,B3,C4,English Language,C4,Literature,C5,Further Mathematics,B2,3.4,Mass Communication,180,REJECTED
Kelvin Adeyemi,202520995765HJ,269,B3,C4,English Language,B2,Literature,B2,Further Mathematics,C6,3.6,Mass Communication,180,QUALIFIED
Victor Okafor,202598898645HJ,217,C4,C4,Literature,E8,Government,A1,Further Mathematics,B3,3.2,Law,220,ALTERNATIVE_COURSE
Ibrahim Okonkwo,202584995154EG,206,C6,E8,Biology,A1,Chemistry,E8,Further Mathematics,D7,2.4,Nursing Science,200,REJECTED
Daniel Adeleke,202513421388EG,190,B3,C4,Biology,B2,Chemistry,B2,Further Mathematics,E8,3.2,Medicine and Surgery,280,ALTERNATIVE_COURSE
Chioma Olawale,202505349678EG,223,C4,A1,Mathematics,D7,Physics,C4,Further Mathematics,B2,3.4,Computer Science,200,ALTERNATIVE_COURSE
Adaeze Ibrahim,202541241513CF,208,B3,B2,Economics,C5,Commerce,C6,Further Mathematics,C4,3.4,Business Administration,180,QUALIFIED
Chukwuemeka Musa,202550618538CF,248,B2,B3,Biology,C4,Chemistry,C5,Further Mathematics,C5,3.4,Nursing Science,200,QUALIFIED
Chioma Nwosu,202572742318EG,213,B2,C4,Mathematics,D7,Physics,B2,Further Mathematics,B2,3.4,Computer Science,200,ALTERNATIVE_COURSE
Daniel Adeleke,202569357824EG,215,C4,C4,Mathematics,C5,Physics,C5,Further Mathematics,A1,3.4,Computer Science,200,QUALIFIED
Josephine Adeyemi,202531467536CF,197,C5,C4,Mathematics,C5,Physics,C4,Further Mathematics,C4,3.0,Civil Engineering,210,BORDERLINE
Chioma Olawale,202579630448EG,208,C4,B3,Literature,B2,Government,C5,Further Mathematics,C5,3.4,Law,220,BORDERLINE
Tunde Okonkwo,202564047350FG,220,A1,C6,English Language,B3,Literature,B3,Further Mathematics,B3,4.0,Mass Communication,180,QUALIFIED
Funmilayo Adeleke,202552980061FG,150,C4,C4,Economics,B2,Commerce,B2,Further Mathematics,C5,3.4,Business Administration,180,REJECTED
Ibrahim Nwosu,202586342556EG,162,C6,C4,Biology,C5,Chemistry,C4,Further Mathematics,B3,3.2,Nursing Science,200,REJECTED
Amaka Chukwu,202567024403EG,236,C5,E8,Mathematics,A1,Economics,A1,Further Mathematics,E8,3.0,Economics,190,REJECTED
Daniel Olawale,202511186008EG,215,B3,B2,Mathematics,C6,Physics,C5,Further Mathematics,B2,3.6,Computer Science,200,QUALIFIED
Victor Okonkwo,202580447314HJ,203,C5,C6,Biology,B2,Chemistry,C5,Further Mathematics,B3,3.4,Medicine and Surgery,280,BORDERLINE
Aisha Chukwu,202536076581HJ,210,B3,A1,English Language,E8,Literature,C4,Further Mathematics,C4,3.2,Mass Communication,180,ALTERNATIVE_COURSE
Amaka Ogundele,202545211823HJ,222,C4,A1,Mathematics,C6,Economics,C4,Further Mathematics,C4,3.4,Accounting,200,QUALIFIED
Peter Anyanwu,202530746452CF,191,B2,B2,Mathematics,C5,Fine Art,C4,Further Mathematics,C5,3.4,Architecture,200,BORDERLINE
Aisha Anyanwu,202578753577CF,182,C5,C4,Biology,D7,Chemistry,B3,Further Mathematics,B2,3.2,Nursing Science,200,ALTERNATIVE_COURSE
Amaka Nwosu,202537106728HJ,216,C4,A1,Biology,B2,Chemistry,A1,Further Mathematics,C4,4.0,Medicine and Surgery,280,BORDERLINE
Josephine Musa,202548595922FG,175,C5,C4,Literature,B3,Government,B3,Further Mathematics,C4,3.4,Law,220,REJECTED
Chioma Ibrahim,202535228705HJ,224,C5,C6,Mathematics,E8,Economics,B3,Further Mathematics,C5,2.8,Economics,190,ALTERNATIVE_COURSE
Amaka Chukwu,202575109792CF,150,B2,A1,Literature,F9,Government,B3,Further Mathematics,B2,3.4,Law,220,REJECTED
Josephine Olawale,202569459648EG,246,C5,D7,Biology,B3,Chemistry,A1,Further Mathematics,B2,3.6,Nursing Science,200,ALTERNATIVE_COURSE
Oluwaseun Anyanwu,202589659994HJ,226,C4,B2,Biology,B2,Chemistry,B2,Further Mathematics,C4,3.6,Medicine and Surgery,280,BORDERLINE
Oluwaseun Nwosu,202527051028HJ,218,B2,C6,Mathematics,F9,Economics,A1,Further Mathematics,C6,3.0,Accounting,200,ALTERNATIVE_COURSE
Solomon Anyanwu,202567548581EG,244,C5,B3,English Language,C4,Literature,B2,Further Mathematics,C4,3.4,Mass Communication,180,QUALIFIED
Chioma Musa,202541865205HJ,268,E8,C6,Literature,C5,Government,C6,Further Mathematics,C4,2.6,Law,220,ALTERNATIVE_COURSE
Solomon Abubakar,202520375830FG,245,C5,B2,Biology,C4,Chemistry,F9,Further Mathematics,E8,2.2,Nursing Science,200,REJECTED
Blessing Ogundele,202547604409CF,145,A1,B3,Biology,B3,Chemistry,E8,Further Mathematics,C5,3.4,Nursing Science,200,REJECTED
Aisha Anyanwu,202510509222CF,165,F9,C5,Economics,C4,Commerce,C4,Further Mathematics,D7,2.2,Business Administration,180,REJECTED
Aisha Eze,202539055295CF,188,C6,B2,English Language,C4,Literature,C5,Further Mathematics,B3,3.4,Mass Communication,180,QUALIFIED
Oluwaseun Musa,202541270493HJ,210,C4,C5,English Language,A1,Literature,B2,Further Mathematics,C6,3.6,Mass Communication,180,QUALIFIED
Amaka Abubakar,202579197111EG,228,C5,C6,Literature,E8,Government,B3,Further Mathematics,C4,2.8,Law,220,ALTERNATIVE_COURSE
Ibrahim Ogundele,202557134324CF,184,B2,C4,Biology,E8,Chemistry,C6,Further Mathematics,C6,2.8,Medicine and Surgery,280,ALTERNATIVE_COURSE
